10000
66.9868 99.2558 68.6167 10.2696 -112.684 175.47 -3.53427 23.9882 14.161
63.0558 67.8376 53.1457 124.016 -27.7296 84.1977 7.29948 27.3404 14.6148
69.1343 41.8664 129.497 149.437 107.054 5.34668 -27.9925 20.0101 15.7161
61.6272 15.7758 77.3328 64.035 15.7688 31.4873 -28.9547 41.5931 13.2699
92.5591 14.8071 137.179 26.2772 -60.6288 -66.0065 -23.6905 20.4848 15.7571
44.3945 53.2305 61.2123 -47.2138 2.24967 152.242 5.08366 43.7848 18.483
58.0606 12.2802 112.778 -12.7294 -29.5756 -107.515 -17.6478 38.298 16.5576
68.5383 60.1866 80.9731 -138.065 4.41862 158.408 2.24633 13.3791 11.2331
68.6471 57.6246 17.2645 -21.0265 48.0854 -69.1682 -15.6877 39.6783 10.6185
44.0587 26.5995 117.837 121.424 73.5723 5.07569 -20.5936 29.154 17.0888
42.9754 114.193 22.4813 132.578 23.6374 142.475 22.5347 18.0892 14.9244
42.1807 83.5748 31.9494 -138.851 -57.2034 133.95 6.48001 17.1646 18.2189
101.708 67.7393 92.4578 47.0624 -104.92 136.468 -22.6771 19.7065 11.4794
102.928 49.9596 55.9058 116.835 -79.4896 127.942 -19.8437 23.5209 17.4178
35.8467 68.0201 63.6862 136.798 104.52 -34.6377 -18.2235 44.6083 19.9298
52.772 60.3481 69.2405 11.3765 -17.2288 -176.746 5.76577 35.1309 12.3256
33.368 81.3427 32.9791 87.7247 54.6625 19.9132 2.30836 33.7797 13.2746
74.4607 34.2785 99.0077 125.558 -16.1618 -75.5255 -5.98852 17.4939 17.272
58.07 66.9672 60.5116 -31.6604 18.6116 -165.815 9.67083 22.6607 16.3464
96.6509 32.0885 109.446 39.1911 -73.3267 -169.575 -28.3535 27.5715 10.4913
55.1183 19.5943 125.019 -53.9782 -34.5944 50.9206 -11.875 20.1753 18.3066
93.4153 47.0396 39.687 129.778 -57.6456 182.042 -24.4314 29.1287 10.0876
73.7985 62.6995 93.1628 -136.391 74.8358 65.3064 -1.0765 30.4775 15.0264
71.3434 80.353 31.4025 -35.615 54.6484 36.8509 5.5786 19.0771 17.1627
47.0577 60.5376 73.8421 -88.6992 -18.2044 144.236 7.19045 24.3291 14.9523
99.2195 77.5382 63.4982 91.9442 -74.6393 -51.8917 -5.5682 15.4418 14.6257
68.4626 18.1974 107.929 -73.1362 -31.0988 -13.0364 -25.1803 19.5542 12.3345
70.3311 50.7527 33.8549 117.431 -46.7307 98.0302 -14.137 47.506 15.294
99.7209 112.298 25.6345 -135.085 112.445 -142.667 -20.1558 18.194 14.0695
36.4995 65.788 15.1196 -89.4465 -80.3951 78.6195 -26.8694 40.7746 15.7369
47.8713 59.8637 87.194 -64.1296 -66.2442 -164.799 -9.46516 21.0482 10.3069
59.2952 77.3066 53.5601 -25.3217 5.61892 -55.7761 10.4299 19.1897 11.1135
65.9697 -2.06717 100.366 19.8439 0.817746 28.1901 -28.5667 40.7818 19.1271
36.509 51.1318 102.742 -62.7862 -69.2134 -164.709 -5.22791 25.8395 17.024
58.2545 5.97689 96.4826 -89.1249 -6.5244 -146.743 -23.1373 41.8636 18.1997
83.4626 56.1505 99.6229 71.2157 -41.2487 144.79 1.77986 13.4638 17.6217
28.8363 70.3295 27.5956 -89.5695 -65.5353 87.1674 -9.45135 44.2097 16.0417
47.3273 63.7945 73.5644 93.7133 68.0131 67.2712 -11.5594 17.6278 11.478
49.087 84.9646 19.4221 -2.53074 10.9114 89.1774 8.83326 38.2658 11.4663
88.4579 86.3474 15.7349 64.4891 -80.4302 -115.171 -19.6007 38.9317 12.2681
48.1599 40.9117 78.0207 -137.441 -38.2163 -143.604 -4.56126 24.2927 18.6795
41.1637 32.8115 76.7048 -58.614 -57.4561 -91.3454 -24.9182 47.4271 14.5314
91.8543 26.0169 93.2183 -87.5544 46.6675 5.51608 -19.0407 28.6252 14.6452
63.9593 78.5841 37.1918 2.18071 53.3358 -94.8572 3.83202 10.6797 18.0004
78.7228 34.44 32.8765 -32.5497 58.5862 146.224 -26.6992 41.7059 16.8407
46.0974 66.2162 21.6652 -133.742 -86.4667 16.8079 -14.7435 23.6625 18.1637
70.7852 37.2828 133.658 144.395 80.1564 -109.367 -23.1106 10.3844 14.8414
86.7266 100.618 18.2984 -102.436 75.1096 -130.799 -3.55993 26.9731 11.6421
46.386 72.5826 58.9778 115.539 102.085 -88.4773 -23.0375 29.1825 14.0723
57.2611 22.2686 130.36 -63.562 -49.77 -171.619 -17.2913 12.9753 18.7483
55.3879 22.5845 90.8599 -116.58 -22.1844 -114.11 -14.8134 31.0506 15.1584
51.6225 53.6376 89.9327 -95 -43.6843 -62.1108 -5.41087 11.7986 15.0898
67.4976 29.8213 112.402 86.7313 -0.712453 -3.76583 -4.68481 15.21 19.9488
82.2185 10.1744 85.1602 -70.175 25.7291 -46.7087 -29.2694 38.6506 15.4212
66.5137 101.916 15.4572 68.5383 -55.4837 153.044 7.51228 36.4311 14.8126
66.4049 36.623 89.6123 42.3699 -27.3997 108.125 -8.39738 36.6131 12.0279
111.897 77.4961 92.1374 78.2734 -102.59 -140.431 -14.2026 12.7978 19.1001
98.1646 19.861 143.549 32.6159 -62.0186 35.0556 -19.4082 13.7338 18.2416
79.404 15.4038 101.789 -129.929 5.9067 -130.506 -23.8215 25.7115 11.6672
80.6291 45.9305 29.4371 135.038 -68.1043 155.291 -19.3525 38.9732 17.6124
44.4324 33.8714 81.9472 -68.2072 -24.6973 109.22 -9.14669 42.1053 14.8641
57.9139 65.9354 109.185 -25.473 -83.6941 -136.964 -4.88115 16.4027 12.0969
69.9196 77.7839 98.9949 27.9044 -78.1068 -100.921 7.6489 18.3537 16.9681
24.3898 107.468 17.3713 -67.28 -73.5092 -155.833 7.02517 33.8957 19.1139
79.6405 25.5676 96.9227 -105.568 14.7861 43.0728 -17.3469 25.1502 10.8413
51.2299 84.2557 45.4636 8.45317 -48.654 -150.932 5.69751 42.1526 10.9529
53.4532 9.31105 79.5845 75.5487 13.3682 -95.8283 -28.7882 49.3525 18.627
57.5639 36.8897 131.817 -20.7332 -104.969 -116.594 -20.5267 30.4238 18.4695
42.351 94.581 25.6516 -113.013 -17.5376 -83.4976 16.9295 27.2282 14.1312
96.7834 49.4401 133.312 -145 89.6535 -146.427 -13.7966 12.7698 16.7218
36.6414 45.1654 52.2228 -86.0596 -41.8453 94.078 -15.0928 49.7995 14.6469
47.3273 81.2654 66.2412 -85.9366 -29.0983 15.1593 11.6603 10.4494 15.4114
30.2223 97.7958 35.2521 -76.3718 -84.7189 133.43 -0.0821208 26.2417 16.4591
61.5184 50.0648 94.4745 30.298 -65.2966 -40.9951 -2.90805 41.2064 16.8656
69.5033 65.9986 100.448 140.336 114.839 38.8496 -27.7002 17.2536 12.922
95.7852 9.93576 86.7496 104.177 -52.3812 162.699 -29.3597 36.6788 19.3227
58.0274 87.3301 100.354 -14.527 -112.789 -178.236 -1.57776 17.3414 16.3651
39.5175 101.467 79.3196 -40.0142 -81.2163 -163.376 12.5437 10.0656 19.0546
52.4693 66.8339 90.5223 -12.5591 -56.677 17.0338 5.33413 25.901 11.9048
